Position(bp)	Rate(cM/Mb)	Map(cM)
17804207	0.965457	4.801467
17805430	0.964955	4.802648
17806722	0.973459	4.803895
17809117	0.995069	4.806226
17810483	3.871203	4.807586
17810876	4.680510	4.809107
17812160	5.181694	4.815117
17813139	5.948592	4.820190
17814148	6.182368	4.826192
17814811	6.406793	4.830291
17815696	6.408731	4.835961
17816836	6.421374	4.843267
17817037	6.438366	4.844557
17817967	6.433114	4.850545
17818146	6.428399	4.851697
17819348	6.421227	4.859424
17823261	7.325647	4.884550
17825432	5.151792	4.900454
17827558	5.750076	4.911407
17827617	6.217036	4.911746
17827684	6.761477	4.912162
17827976	9.635442	4.914137
17828072	30.550866	4.915062
17829612	30.550866	4.962110
17829955	30.565426	4.972589
17830042	30.565426	4.975248
17830125	30.569937	4.977785
17830244	30.569937	4.981423
17830578	30.554679	4.991633
17831441	27.818645	5.018002
17831813	2.100014	5.028350
17832142	1.425894	5.029041
17833100	1.424354	5.030407
17834655	1.419505	5.032622
17834898	1.422608	5.032967
17834918	1.421641	5.032996
17838682	1.421210	5.038347
17838809	1.579727	5.038527
17840160	1.580057	5.040661
17840410	1.581013	5.041056
17841198	2.278520	5.042302
17842731	2.466060	5.045795
17844295	1.650726	5.049652
17846171	1.448575	5.052749
17846951	1.176166	5.053879
17850784	0.468415	5.058387
17851683	0.441175	5.058808
17852805	0.448471	5.059303
17853714	0.481825	5.059711
17856960	1.228474	5.061275
17857826	1.218848	5.062339
17858763	2.741879	5.063481
17858855	5.185061	5.063733
17860048	13.114598	5.069919
17860253	24.774671	5.072607
17860634	24.976603	5.082046
17860685	25.099450	5.083320
17861077	25.099450	5.093159
17861131	25.099450	5.094515
17861458	25.099450	5.102722
17861476	25.099450	5.103174
17861535	25.099450	5.104655
17861659	25.099450	5.107767
17862147	25.084598	5.120016
17862268	24.715950	5.123051
17866198	6.892265	5.220185
17866989	6.268121	5.225636
17867492	3.214217	5.228789
17867549	0.798675	5.228972
17868536	0.780514	5.229761
17869334	0.527141	5.230384
17873099	0.533615	5.232368
17875554	0.557788	5.233678
17875564	0.579055	5.233684
17880070	0.639923	5.236293
17880143	0.701890	5.236340
17883220	0.899413	5.238499
17885697	0.913348	5.240727
17886806	0.924752	5.241740
17887147	0.955782	5.242056
17887534	0.969391	5.242425
17888609	0.878468	5.243468
17888621	0.779786	5.243478
17888812	0.663424	5.243627
17888891	0.521660	5.243679
17890073	0.514377	5.244296
17890558	0.515974	5.244545
17890752	0.525225	5.244646
17891053	0.527555	5.244804
17891078	0.567056	5.244817
17891234	0.636643	5.244905
17891554	1.387382	5.245109
17892371	6.290926	5.246243
17892618	28.025868	5.247796
17893850	3.441420	5.282324
17894083	2.165533	5.283126
17894158	2.095457	5.283289
17894901	2.098803	5.284845
17895051	2.113318	5.285160
17895551	2.114215	5.286217
17896206	2.116340	5.287602
17896534	2.124928	5.288296
17897461	2.126439	5.290266
17897544	2.175589	5.290442
17897608	2.228104	5.290581
17898098	2.232200	5.291673
17898402	2.231115	5.292352
17898858	2.234380	5.293369
17899113	2.920067	5.293939
17899136	3.687397	5.294006
17899175	4.703615	5.294150
17899209	4.714066	5.294310
17899518	6.310821	5.295767
17899634	6.904935	5.296499
17899841	7.142856	5.297928
17901683	4.383553	5.311085
17901766	4.374905	5.311449
17901925	3.670759	5.312144
17902023	2.778900	5.312504
17902056	1.841733	5.312596
17903105	1.773434	5.314528
17903330	1.033522	5.314927
17903550	0.839450	5.315154
17903838	0.601968	5.315396
17903865	0.430121	5.315412
17903914	0.378049	5.315433
17903917	0.348307	5.315435
17904558	0.279998	5.315658
17904866	0.239892	5.315744
17904931	0.204297	5.315760
17904959	0.172740	5.315765
17905148	0.157293	5.315798
17905346	0.150013	5.315829
17905851	0.148389	5.315905
17906513	0.147588	5.316003
17908162	1.193752	5.316246
17908285	4.633822	5.316393
17909524	6.688104	5.322135
17909998	6.690385	5.325305
17910440	6.568079	5.328262
17910586	6.464602	5.329221
17910638	6.219412	5.329557
17910844	3.742991	5.330838
17910952	2.805562	5.331242
17912086	1.525936	5.334424
17912139	0.319210	5.334505
17912220	0.276429	5.334531
17912423	0.274841	5.334587
17912796	0.226356	5.334689
17912881	0.226178	5.334709
17912894	0.225208	5.334712
17913785	0.225227	5.334912
17913989	0.588386	5.334958
17914004	0.969789	5.334967
17915330	0.969830	5.336253
17915430	1.095456	5.336350
17915744	4.552900	5.336694
17916116	4.572640	5.338388
17916235	4.583368	5.338932
17916414	3.367781	5.339752
17916491	3.367793	5.340011
17916547	0.269885	5.340200
17918345	0.270004	5.340685
17919366	0.269311	5.340961
17920802	1.048400	5.341348
17922735	1.050376	5.343374
17922770	1.054084	5.343411
17924976	0.191332	5.345736
17926802	0.177849	5.346086
17926847	0.168630	5.346094
17927160	0.162396	5.346146
17927861	0.180316	5.346260
17929675	0.180824	5.346587
17929926	0.181543	5.346633
17930263	0.183781	5.346694
17931483	0.211852	5.346918
17931566	0.268751	5.346936
17931722	0.261713	5.346978
17932686	0.293852	5.347230
17937630	0.316066	5.348683
17939816	0.315896	5.349374
17939887	5.291041	5.349396
17940157	5.291077	5.350825
17940494	0.318658	5.352608
17940737	0.286735	5.352685
17942014	24.257621	5.353051
17942684	24.257621	5.369304
17942872	24.255592	5.373864
17942912	24.249919	5.374835
17942992	20.174168	5.376775
17943200	13.025013	5.380971
17943333	11.306225	5.382703
17943430	11.133447	5.383800
17943467	1.811158	5.384212
17943600	1.807553	5.384453
17945047	1.756567	5.387068
17945424	1.751034	5.387730
17946168	1.477028	5.389033
17946202	1.268248	5.389083
17946287	0.966343	5.389191
17947371	0.943626	5.390239
17948473	0.944280	5.391279
17948917	0.936196	5.391698
17948957	0.932004	5.391735
17952623	0.932693	5.395152
17953360	0.932406	5.395839
17953763	0.935726	5.396215
17954739	0.936839	5.397129
17956887	0.948389	5.399141
17958441	0.957241	5.400615
17961525	1.070192	5.403567
17963563	1.215848	5.405748
17965531	1.253440	5.408141
17965843	1.277326	5.408532
17965862	1.274270	5.408556
17966172	1.291012	5.408951
17966816	1.273598	5.409782
17968311	1.255053	5.411686
17971225	1.142051	5.415344
17971841	1.051840	5.416047
17971883	0.949615	5.416091
17973032	0.697977	5.417182
17973664	0.427511	5.417624
17975834	0.415160	5.418551
17977024	0.415877	5.419045
17978600	0.419071	5.419701
17981045	0.700315	5.420725
17982400	3.531070	5.421674
17982621	16.904073	5.422455
17985560	16.908884	5.472136
17985994	16.899105	5.479474
17986344	16.636301	5.485389
17986811	10.200877	5.493158
17987057	10.197504	5.495667
17987962	10.243546	5.504896
17988394	31.425242	5.509321
17989347	45.541123	5.539270
17989378	66.363863	5.540681
17990258	66.363863	5.599082
17990606	64.933737	5.622176
17990852	9.462706	5.638150
17992131	1.288714	5.650253
17992437	1.228277	5.650647
17992460	1.008228	5.650675
17992469	1.007463	5.650684
17993393	0.838353	5.651615
17994585	0.630610	5.652615
17994639	0.346040	5.652649
17995865	0.346503	5.653073
17996579	0.438618	5.653320
17996931	0.498847	5.653475
17997454	0.520597	5.653736
17997569	0.530208	5.653795
17997619	0.539499	5.653822
17997628	0.541298	5.653827
17998254	0.545940	5.654166
17998807	0.536837	5.654468
17999158	0.533932	5.654656
18001375	0.498132	5.655840
18002105	0.461038	5.656203
18002160	0.471021	5.656229
18002892	0.945318	5.656574
18003030	0.945439	5.656704
18005596	0.621000	5.659130
18005947	0.409216	5.659348
18006236	0.297950	5.659466
18007674	0.289465	5.659895
18009909	0.289487	5.660542
18010706	0.895301	5.660772
18010802	1.080856	5.660858
18010945	1.519808	5.661013
18011195	1.520161	5.661393
18011380	1.047716	5.661674
18012012	1.061314	5.662336
18012158	1.120970	5.662491
18012276	1.253782	5.662623
18013427	0.398403	5.664067
18013723	0.184211	5.664184
18015179	0.183567	5.664453
18015339	0.183641	5.664482
18015502	0.183792	5.664512
18015567	0.184140	5.664524
18016508	0.184511	5.664697
18018489	0.220968	5.665063
18018604	0.254554	5.665088
18018940	0.254698	5.665174
18019539	0.287155	5.665326
18020773	0.302398	5.665681
18020796	0.317616	5.665688
18020856	0.328019	5.665707
18021505	0.340061	5.665919
18021604	0.347750	5.665953
18021760	0.358577	5.666007
18025095	0.358171	5.667203
18025580	0.352553	5.667377
18027334	0.356252	5.667995
18027656	0.356678	5.668110
18027977	2.204061	5.668225
18029546	2.205415	5.671683
18030667	2.507616	5.674155
18030738	2.781358	5.674333
18030891	3.008434	5.674759
18031544	2.991875	5.676723
18032226	3.939097	5.678764
18032245	3.939089	5.678838
18032259	7.691231	5.678894
18033199	3.096440	5.686123
18036388	3.020721	5.695998
18036431	2.942152	5.696128
18038176	2.922591	5.701262
18038786	2.905093	5.703045
18038910	2.888566	5.703405
18039612	2.885260	5.705433
18042216	2.884683	5.712946
18042376	2.884674	5.713407
18043090	2.887308	5.715467
18047028	2.916479	5.726837
18047058	2.976492	5.726925
18047163	2.976043	5.727237
18047231	5.495713	5.727440
18049681	8.505617	5.740904
18053496	11.944858	5.773353
18055234	10.366441	5.794113
18055357	7.468747	5.795388
18055605	7.244266	5.797240
18055690	7.246100	5.797856
18055873	7.229018	5.799182
18055876	7.195584	5.799204
18057546	7.199197	5.811221
18061337	7.488802	5.838513
18062595	7.488802	5.847934
18062891	7.197932	5.850150
18062987	0.998308	5.850841
18065981	0.997924	5.853830
18068785	0.854731	5.856628
18068881	0.709238	5.856711
18070496	0.741851	5.857856
18070544	0.774531	5.857892
18070978	0.768165	5.858228
18071444	0.707168	5.858586
18072623	0.702633	5.859419
18072768	0.696983	5.859521
18074684	0.694966	5.860857
18075263	0.694983	5.861259
18075417	0.693851	5.861366
18076523	0.693470	5.862134
18076546	0.788772	5.862149
18077640	0.782671	5.863012
18077720	0.751837	5.863075
18077829	0.693710	5.863157
18079177	1.686374	5.864092
18079203	1.686317	5.864136
18079316	1.773900	5.864326
18079518	1.782970	5.864685
18080035	2.221901	5.865607
18080154	2.525122	5.865871
18081136	2.536423	5.868351
18081156	3.325417	5.868401
18083260	0.096948	5.875398
18083591	0.096343	5.875430
18084033	0.096574	5.875473
18084303	0.097434	5.875499
18084331	0.098170	5.875502
18085115	0.131701	5.875579
18088795	0.079598	5.876063
18088903	0.039672	5.876072
18088945	0.011693	5.876073
18089058	0.002362	5.876075
18089854	0.002362	5.876077
18091087	0.002362	5.876080
18092730	0.002362	5.876083
18093102	0.002362	5.876084
18093310	0.002362	5.876085
18093592	0.002362	5.876085
18094106	0.002362	5.876087
18094292	0.002365	5.876087
18094581	0.002366	5.876088
18094893	0.002366	5.876089
18094915	0.002370	5.876089
18095170	0.002374	5.876089
18095312	0.002381	5.876090
18095838	0.036573	5.876091
18095879	0.149400	5.876092
18095901	5.537772	5.876096
18096378	0.407196	5.878737
18097091	0.023357	5.879027
18097689	0.023330	5.879041
18100435	0.024090	5.879105
18100472	0.024763	5.879106
18102393	0.146915	5.879154
18102627	2.329958	5.879188
18102837	0.982766	5.879678
18103861	0.783352	5.880684
18103878	0.591202	5.880697
18103973	0.532051	5.880753
18104460	0.533160	5.881013
18104619	0.585200	5.881097
18111100	0.631450	5.884890
18111431	0.666286	5.885099
18115277	0.668742	5.887662
18115392	0.671660	5.887738
18118204	1.532867	5.889627
18120850	1.871135	5.893683
18120994	1.871517	5.893953
18121246	1.875882	5.894424
18121334	2.947417	5.894589
18123036	0.656478	5.899606
18124976	0.155563	5.900879
18126020	0.146049	5.901042
18126232	0.143447	5.901073
18127076	0.126451	5.901194
18127437	0.126534	5.901239
18128960	0.142335	5.901432
18129364	0.131466	5.901490
18129365	0.131466	5.901490
18130209	0.126065	5.901601
18131078	0.126070	5.901710
18131431	0.117463	5.901755
18131546	0.106032	5.901768
18132812	0.106032	5.901903
18134850	0.159228	5.902119
18134976	0.382067	5.902139
18135184	0.108680	5.902218
18135912	0.095131	5.902297
18144164	0.046467	5.903082
18144824	0.028460	5.903113
18146388	0.023883	5.903157
18148454	0.021092	5.903207
18152178	0.021092	5.903285
18153009	0.019198	5.903303
18154878	0.018122	5.903339
18156161	0.017677	5.903362
18156787	0.017506	5.903373
18158344	0.017390	5.903400
18159407	0.017340	5.903419
18159704	0.017222	5.903424
18161543	0.017263	5.903456
18161979	0.017316	5.903463
18163539	0.017395	5.903490
18163795	0.017454	5.903495
18164388	0.017512	5.903505
18164602	0.017553	5.903509
18164864	0.017554	5.903513
18165995	0.017640	5.903533
18166021	0.017877	5.903534
18166741	0.018279	5.903547
18166806	0.018787	5.903548
18169672	0.024640	5.903602
18169975	0.031030	5.903609
18172236	0.049762	5.903679
18174518	0.061971	5.903793
18174658	0.072752	5.903801
18177863	0.069776	5.904035
18178859	0.063520	5.904104
18179100	0.059315	5.904119
18179133	0.059315	5.904121
18179389	0.053226	5.904137
18179399	0.046877	5.904137
18181869	0.025344	5.904253
18183623	0.025344	5.904297
18184011	0.016201	5.904307
18184169	0.007392	5.904310
18184290	0.007393	5.904311
18186805	0.006765	5.904329
18187216	0.006135	5.904332
18188525	0.005233	5.904340
18189296	0.004568	5.904344
18189469	0.003924	5.904345
18190025	0.003482	5.904347
18193707	0.003419	5.904360
18198327	0.013268	5.904376
18199243	0.381060	5.904388
18199483	0.611410	5.904479
18200225	0.611415	5.904933
18200266	0.611415	5.904958
18200386	0.343924	5.905031
18200472	0.343924	5.905061
18200503	0.343925	5.905072
18201204	0.123253	5.905313
18201526	0.072916	5.905352
18201601	0.037491	5.905358
18201641	0.017108	5.905359
18202850	0.017492	5.905380
18204218	0.019174	5.905404
18204888	0.019174	5.905417
18205430	0.110891	5.905427
18205557	0.274892	5.905441
18205939	0.380587	5.905546
18207251	0.352567	5.906046
18207730	0.343500	5.906214
18207927	0.944488	5.906282
18208764	1.004350	5.907073
18209311	1.583399	5.907622
18209613	1.700869	5.908100
18209718	1.863504	5.908279
18209920	1.860751	5.908655
18210409	1.859349	5.909565
18210560	1.862897	5.909846
18210618	1.863962	5.909954
18210704	1.864817	5.910114
18210822	1.852623	5.910334
18211185	1.460552	5.911007
18211205	1.075600	5.911036
18211983	0.887933	5.911873
18212530	0.822277	5.912359
18212531	0.752651	5.912359
18212923	0.753979	5.912654
18213057	0.747349	5.912755
18214192	0.738147	5.913604
18214208	0.727124	5.913616
18214609	0.716313	5.913907
18214738	0.714536	5.913999
18215520	0.684233	5.914558
18215781	0.686018	5.914737
18215952	0.620647	5.914854
18216211	0.526268	5.915015
18216952	0.527505	5.915405
18217388	0.529692	5.915635
18217884	0.540413	5.915898
18218210	0.579869	5.916074
18220831	1.053897	5.917594
18221167	1.052090	5.917948
18221985	1.663660	5.918808
18222263	1.676576	5.919271
18222557	1.676772	5.919764
18222665	1.673602	5.919945
18224155	1.673608	5.922438
18224731	1.673892	5.923402
18225318	1.674438	5.924385
18226327	1.355211	5.926075
18226612	1.315372	5.926461
18226764	1.566593	5.926661
18227263	1.526901	5.927442
18229774	3.887294	5.931277
18231866	4.554046	5.939409
18232368	4.923742	5.941695
18232672	4.928496	5.943192
18232809	4.928496	5.943867
18233000	4.919204	5.944808
18233033	4.919603	5.944971
18234535	4.919569	5.952360
18234589	4.904737	5.952625
18235108	4.899726	5.955171
18235288	4.895814	5.956053
18235305	4.891757	5.956136
18236035	4.891159	5.959707
18237436	6.976008	5.966560
18240974	4.443443	5.991241
18244511	4.443443	6.006957
18245140	4.274561	6.009752
18245533	4.146984	6.011432
18245932	3.955652	6.013087
18245973	3.717819	6.013249
18246375	3.281563	6.014743
18248387	3.281563	6.021346
18249023	3.278030	6.023433
18250268	3.276868	6.027514
18250473	3.275802	6.028186
18250882	3.276496	6.029526
18252103	6.024562	6.033526
18255988	8.367544	6.056932
18258382	8.391585	6.076964
18261028	8.392378	6.099168
18261587	8.393265	6.103859
18261621	8.393265	6.104145
18262301	8.397000	6.109852
18262767	8.398153	6.113765
18262793	8.398766	6.113983
18262946	8.399842	6.115268
18263268	8.400362	6.117973
18264831	8.404948	6.131103
18265271	8.407184	6.134801
18265683	8.408812	6.138265
18266989	8.409594	6.149247
18268794	8.396926	6.164426
18269869	8.395724	6.173453
18271078	8.407016	6.183603
18271760	8.407016	6.189337
18273256	8.499078	6.201914
18273697	8.654925	6.205662
18275091	8.654925	6.217727
18276101	8.963902	6.226468
18278128	9.084099	6.244638
18278551	9.084099	6.248481
18282708	3.622668	6.286243
18283247	2.910933	6.288196
18285538	2.499980	6.294865
18286342	1.657992	6.296875
18286672	1.012096	6.297422
18286884	0.712011	6.297636
18288362	0.713244	6.298689
18289204	0.716584	6.299289
18289555	0.723082	6.299541
18291198	1.068977	6.300729
18291376	1.391733	6.300919
18292466	2.274881	6.302436
18293650	5.352692	6.305130
18294211	5.398968	6.308132
18294522	5.401178	6.309812
18294697	5.394370	6.310757
18294919	5.406925	6.311954
18295130	24.363050	6.313095
18295575	35.212362	6.323937
18296438	24.956649	6.354325
18296441	1.525580	6.354400
18297273	1.517812	6.355669
18298527	1.530228	6.357572
18299197	1.534139	6.358598
18299937	1.525519	6.359733
18300240	0.590007	6.360195
18301693	0.567309	6.361052
18302122	0.563673	6.361296
18304379	0.561607	6.362568
18304426	0.561905	6.362594
18304583	0.559769	6.362683
18304695	0.557682	6.362745
18307634	1.091444	6.364384
18307793	1.392124	6.364558
18308320	2.324972	6.365292
18308601	2.650614	6.365945
18308819	2.942410	6.366523
18309951	2.941109	6.369854
18310068	2.939663	6.370198
18310110	2.935908	6.370321
18310229	2.932341	6.370670
18313512	2.931511	6.380297
18315711	2.931464	6.386744
18316114	2.711726	6.387925
18316304	2.519863	6.388440
18316333	2.361409	6.388513
18316526	2.353097	6.388969
18316620	2.347079	6.389190
18317095	2.348699	6.390305
18317142	1.415782	6.390416
18317363	1.226922	6.390729
18317493	1.193578	6.390888
18317621	1.174937	6.391041
18317821	0.954005	6.391276
18317902	0.639424	6.391353
18318963	0.601993	6.392031
18319179	0.584560	6.392162
18320058	0.581520	6.392675
18320312	0.578417	6.392823
18320886	0.573781	6.393155
18323438	0.593090	6.394619
18323609	0.644009	6.394721
18324301	2.127225	6.395166
18326033	3.230757	6.398851
18326075	4.381084	6.398986
18326162	5.711662	6.399368
18327373	5.711624	6.406284
18327590	5.563182	6.407524
18327616	5.391743	6.407669
18328503	5.235300	6.412451
18329146	4.890842	6.415817
18329411	1.745120	6.417113
18330069	1.396467	6.418262
18331118	1.430790	6.419727
18331433	1.423373	6.420177
18331871	1.749849	6.420801
18333902	3.131355	6.424355
18334573	8.617156	6.426456
18336691	8.617162	6.444707
18337632	8.002789	6.452816
